Agency (Dept or Stat Body),Agency address,Contract description/ name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,11/12/2020,158482,Elsevier Inc.,"3251 Riverport Lane, Maryland Heights, Mo 63043",No,No ,N/A,,,,,,,1884863,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Digital Marketing Africa And Latin America,11/12/2020,14594,FPP Edu Media - Brazil,"Suite 253, 9550 S. Eastern Avelas Vegas, Nv 89123",No,No ,N/A,,,,,,,1884869,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Future Vision,11/12/2020,18150,Future Sply Pty Ltd,"2 Northcote Road,  Armadale, Vic, 3143",No,No ,N/A,,,,,,,347552,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,11/12/2020,13583,Igroup (Australasia) Pty Ltd,"Po Box 522, Glen Waverley, Vic 3150",No,No ,N/A,,,,,,,1884861,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Nuke Education Collective Annual 2021-2022 Subscription,11/12/2020,16995,Intraware Australia Pty Ltd,"Level 4, 97 Pacific Highway,  North Sydney, Nsw, 2060",No,No ,N/A,,,,,,,347558,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Licence Fees,11/12/2020,718681,John Wiley & Sons Australia Ltd,"Po Box 1226, Milton, Qld 5064",No,No ,Limited Offer,,,,,,,1883949,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Digital Access Licence,11/12/2020,77029,John Wiley & Sons Inc - Usa,"Po Box 416502, Boston, Ma 02241-6502",No,No ,N/A,,,,,,,1884864,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Sewer Repairs S01,11/12/2020,16324,Kpm Plumbing Pty Ltd,"159 Raymont Road,  Alderley, Qld, 4051",No,No ,N/A,,,,,,,347550,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Research Strategy Consulting ,11/12/2020,16000,League Of Scholars Pty Ltd ¿,"12 Palomar Parade,  Freshwater, Nsw, 2096",No,No ,N/A,,,,,,,347556,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Business And Government Undergraduate Guide 2022.,11/12/2020,22000,Luke Marsden Photo,Brisbane,No,No ,N/A,,,,,,,347537,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Wechat Content And Translations,11/12/2020,22000,Media All In One Pty Ltd,"Level 11, 520 Collins Street Melbourne, Vic, 3000",No,No ,N/A,,,,,,,347572,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Hirf Service Agreement For Mri Scans,11/12/2020,14025,Metro North Hospital & Health Service,"Revenue Services Unit - Rbwh, Block 7, 8Th Floor, Herston Road Herston, Qld, 4029",No,No ,N/A,,,,,,,347538,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Market Research,11/12/2020,74745,Nature Pty Ltd,"139 Dover Street,  Cremorne, Vic, 3121",No,No ,N/A,,,,,,,347615,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Olympus Ckx3 Microscope,11/12/2020,16402,Olympus Australia Pty Ltd,"Po Box 985,  Mt Waverley, Vic, 3149",No,No ,N/A,,,,,,,347577,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,11/12/2020,38742,Oxford University Press Uk,"The Cashiers Office, Great Clarendon Streetoxford,  Ox2 6Dp",No,No ,N/A,,,,,,,1883822,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",S02 Chiller Spring Modification,11/12/2020,39863,Precise Air Group P/L,"Po Box 1859,  Springwood, Qld, 4128",No,No ,N/A,,,,,,,347598,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",S01 Ahu Vsds And Ssrs,11/12/2020,32640,Precise Air Group P/L,"Po Box 1859,  Springwood, Qld, 4128",No,No ,N/A,,,,,,,347601,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",S01 Ahu Vsds & Ssrs,11/12/2020,13087,Precise Air Group P/L,"Po Box 1859,  Springwood, Qld, 4128",No,No ,N/A,,,,,,,347607,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N27&N75 Fire Door Work,11/12/2020,24921,Protective Fire Solutions Pty Ltd,"9/11 Forge Close,  Sumner, Qld, 4074",No,No ,N/A,,,,,,,347563,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,11/12/2020,92264,"Sage Publications, Ltd.","Unit 18 Titan Drive, Fengate East, Peterborough,  Pe1 5Xn",No,No ,N/A,,,,,,,1883609,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",B Bus Co-Curr Videos &Video Post Edit,11/12/2020,55000,Serotonin Creative,"22 Petrie Terrace,  Brisbane, Qld, 4000",No,No ,N/A,,,,,,,347535,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",12-Month Extended Warranty ,11/12/2020,39010,Solve Scientific Pty Ltd,"Po Box 3361,  Birkdale, Qld, 4159",No,No ,N/A,,,,,,,347608,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N79 Audiovisual Equipment,11/12/2020,50597,Videopro Pty Ltd,"37 Eagleview Place,  Eagle Farm, Qld, 4009",No,No ,N/A,,,,,,,347595,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111","Exo Handheld Display ""2.0""",11/12/2020,16536,Xylem Water Solutions Australia Ltd,"Po Box 2065,  Mansfield, Qld, 4122",No,No ,N/A,,,,,,,347569,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",T3 Campaign - Social Media,13/12/2020,15986,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street, Millers Points, Nsw 2000",No,No ,N/A,,,,,,,1882473,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Signage,14/12/2020,67641,Proav Solutions Queensland,"Po Box 2722,  Toowong, Qld, 4066",No,No ,N/A,,,,,,,347656,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Refinitiv Tick History Annual 2021 Subscription,14/12/2020,29961,Refinitiv Australia Pty Limited,"Level 10, 60 Margaret Street Sydney, Nsw, 2000",No,No ,N/A,,,,,,,347652,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,14/12/2020,16876,Thorlabs Inc,"56 Sparta Avenue,  Newton, Nj, 07860",No,No ,N/A,,,,,,,347639,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Incites Subscription 27 Nov 2020 - 26 Nov 2021,15/12/2020,159397,Clarivate Analytics (Uk) Limited,"Friars House, 160 Blackfriars Roadlondon,  Se1 8Ez",No,No ,N/A,,,,,,,1883615,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,15/12/2020,38642,Clarivate Analytics (Uk) Limited,"Friars House, 160 Blackfriars Roadlondon,  Se1 8Ez",No,No ,N/A,,,,,,,1884912,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,15/12/2020,14497,Elsevier Inc.,"3251 Riverport Lane, Maryland Heights, Mo 63043",No,No ,N/A,,,,,,,1884865,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,15/12/2020,18618,Mcgraw Hill Llc,"1325 Avenue Of The Americas, New York, Ny 10019",No,No ,N/A,,,,,,,1885521,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,15/12/2020,12819,Mcgraw Hill Llc,"1325 Avenue Of The Americas, New York, Ny 10019",No,No ,N/A,,,,,,,1885522,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment Fees,15/12/2020,55000,Robinson Fitzgerald Pty Ltd,"Suite 26, 138 Juliette Street,  Greenslopes, Qld, 4120",No,No ,N/A,,,,,,,347721,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Incubator Co2 Water-Jacketed ,15/12/2020,12373,Thermo Fisher Scientific Australia,"Po Box 9092,  Scoresby, Vic, 3179",No,No ,N/A,,,,,,,347704,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Scada Upgrade Equipment,16/12/2020,31169,Drives & Process Engineering Pty Ltd,"Po Box 4067, Forest Lake, Qld 4078",No,No ,N/A,,,,,,,1881989,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Website Measurement Research,16/12/2020,60060,Global Reviews (Asia Pacific) Pty Ltd,"Level 8, 432 St Kilda Road,  Melbourne, Vic, 3004",No,No ,N/A,,,,,,,347729,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Qpac Screens Booking,16/12/2020,13200,Queensland Performing Arts Trust,"Po Box 3567, Sth Brisbane, Qld 4101",No,No ,N/A,,,,,,,1884815,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,16/12/2020,169602,"Sage Publications, Ltd.","Unit 18 Titan Drive, Fengate East, Peterborough,  Pe1 5Xn",No,No ,N/A,,,,,,,1884713,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,17/12/2020,254547,Rmit Training Pty Ltd,"Po Box 12058  A'Beckett Street, Melbourne, Vic 8006",No,No ,N/A,,,,,,,1880988,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Preference Reinforcement Dm,18/12/2020,16927,Smart Comm (Aust) P/L,"Po Box 3508, Tingalpa Dc, Qld 4173",No,No ,N/A,,,,,,,1880442,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Oua Csp3 2020 Commission,20/12/2020,1862244,Open Universities Australia,"Level 1/473 Bourke St, Melbourne, Vic 3000",,No ,Limited Offer,,,,,,,1884717,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,20/12/2020,33990,Therapeutic Guidelines Ltd,"Ground Floor, 473 Victoria Street, West Melbourne, Vic 3003",No,No ,N/A,,,,,,,1881017,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Postgrad Campaign,23/12/2020,46435,Mediacom Australia Pty Ltd,"Level 17, 65 Berry Streetnorth Sydney, Nsw 2060",No,No ,N/A,,,,,,,1885005,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,23/12/2020,146781,Thomson Legal & Regulatory Limited,"Gpo Box 2706, Sydney, Nsw 2001",No,No ,N/A,,,,,,,1883069,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,23/12/2020,150250,Thomson Legal & Regulatory Limited,"Gpo Box 2706, Sydney, Nsw 2001",No,No ,N/A,,,,,,,1883215,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Tp6/2020 Commission,24/12/2020,651578,Pearson Australia Group Pty Ltd,"Suite 1001 Level 10, 151 Castlereagh Street,Sydney, Nsw 2000",,No ,Limited Offer,,,,,,,1882820,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Isotopic Analysis,25/12/2020,14080,Australian National University,"Finance And Business Services, Chancellery Building 10Cacton, Act 2601",No,No ,N/A,,,,,,,1882390,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Master Class And Content Piece,25/12/2020,17875,Business Chicks Australia Pty Ltd,"Mezzanine Level, 75 King Street, Sydney, Nsw 2000",No,No ,N/A,,,,,,,1885106,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Test And Tag Teaching Equip ,25/12/2020,11883,Elite Test & Tag Brisbane South,"188 Sterculia Avenue, Holland Park West, Qld 4121",No,No ,N/A,,,,,,,1884024,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111","Component 3,4,5 Software Project Work",25/12/2020,27500,Guildlink Pty Limited,"Gpo Box 3338, Sydney, Nsw 2001",No,No ,N/A,,,,,,,1885367,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",97 November Ielts Tests,30/12/2020,21607,Ielts Australia Pty Ltd,"Gpo Box 2006, Canberra, Act 2601",No,No ,N/A,,,,,,,1883956,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Hart Publishing Perpetual,31/12/2020,28976,Igroup (Australasia) Pty Ltd,"Po Box 522, Glen Waverley, Vic 3150",No,No ,N/A,,,,,,,1884055,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Ebooks Online,2/01/2021,18496,Koninklijke Brill Leiden Nv,", Plantijnstraat 2Leiden,  2321 Jc",No,No ,N/A,,,,,,,1883969,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111","System Track, Platform, Subscription",2/01/2021,12453,Smartrak Aust Pty Ltd,"Level 9, 372 Albert Street, East Melbourne, Vic 3002",No,No ,N/A,,,,,,,1884231,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Year 12 Guide Booking,3/01/2021,18190,Queensland Tertiary Admissions Centre Lt,"Po Box 1331, Milton, Qld 4064",No,No ,N/A,,,,,,,1884059,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Rotary Torque Transducer ,4/01/2021,59095,Tc Process Equipment,"19/56 Chandos Street,  St Leonards, Nsw, 2065",No,No ,N/A,,,,,,,347735,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical Analyses,5/01/2021,16494,Als Canada Ltd.,"2103 Dollarton Hwy,  North Vancouver, Bc, V7H 0A7",No,No ,N/A,,,,,,,347772,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,5/01/2021,11791,Ningbo Kelsun Int'L Trade Co. Ltd,"18F, Huiya International Mansion, No.1107.Tiantong North Road Ningbo, 33, 315100",No,No ,N/A,,,,,,,347782,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,5/01/2021,14746,Park Place Technologies Australia Pty Lt,"C/-Bentleys Nsw Pty Ltd, Floor 14, 60 Margaret Street Sydney, Nsw, 2000",No,No ,N/A,,,,,,,347791,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Biologicals/Chemicals,5/01/2021,16500,Sigma Aldrich Pty Ltd,"Po Box 970,  Castle Hill, Nsw, 1765",No,No ,N/A,,,,,,,347773,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Service Agreement 03/2021 - 02/2024,5/01/2021,36826,University Of Bern,"Mittelstrasse 43, Berne,  3012",No,No ,N/A,,,,,,,1886806,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Evaluation Of Vaccine Candidates,5/01/2021,59745,University Of Wisconsin-Madison,"21 N Park St, Suite 5301Madison, Wi 53715",No,No ,N/A,,,,,,,1886801,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Escrow -Banki Haddock Fiora,6/01/2021,659409,Banki Haddock Fiora,Sydney,,No ,Limited Offer,,,,,,,347807,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Catch Up Grads 26-27 Feb 2021,6/01/2021,110000,Brisbane Convention And Exhibition Centr,"Po Box 3869, South Bank Brisbane, Qld, 4101",No,No ,N/A,,,,,,,347796,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Copyright Agency ,6/01/2021,659409,Copyright Agency Limited,"15/233 Castlereagh Street,  Sydney, Nsw, 2000",,No ,Limited Offer,,,,,,,347801,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Qtac Customer Conversion Campaign,6/01/2021,50000,Queensland Tertiary Admissions Centre Lt,"Po Box 1331, Milton, Qld 4064",No,No ,N/A,,,,,,,1885000,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Workplace Change Program Of Work,6/01/2021,19800,Whiteboard People,"87 Todman Street,  Carina, Qld, 4152",No,No ,N/A,,,,,,,347795,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription,7/01/2021,907696,Aarnet,"Gpo Box 1559, Canberra, Act 2601",,No ,Limited Offer,,,,,,,1887337,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Graduation 19-20 Feb 2021,7/01/2021,110000,Gold Coast Convention & Exhibition Centr,"Po Box 1407,  Broadbeach, Qld, 4218",No,No ,N/A,,,,,,,347822,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Search Advertising - Groups,7/01/2021,65428,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street, Millers Points, Nsw 2000",No,No ,N/A,,,,,,,1884990,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Pneumatic Trainer Kit,7/01/2021,13200,Pneumatic Solutions Australia Trust,"Unit 1, 166 Beatty Road,  Archerfield, Qld, 4108",No,No ,N/A,,,,,,,347821,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Professional Consulting Service,7/01/2021,20856,Queensland University Of Technology,"Gpo Box 2434,  Brisbane, Qld, 4001",No,No ,N/A,,,,,,,347829,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Mba Advertising,8/01/2021,12675,Corporate Knights Inc.,"Unit 207 - 147 Spadina Ave, Toronto, On M5V 2L7",No,No ,N/A,,,,,,,1887315,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Rps Nov 1 2020 To Oct 31 2021,8/01/2021,10083,Elsevier Inc.,"3251 Riverport Lane, Maryland Heights, Mo 63043",No,No ,N/A,,,,,,,1886897,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Site License,8/01/2021,15659,Gynzone,"Jaegergaardsgate 156 R, 1. Sal 2Aarhus,  8000",No,No ,N/A,,,,,,,1887327,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting Services,8/01/2021,77000,Impaqt Qld Ltd,"Level 2, The Precinct, 315 Brunswick Street,  Fortitude Valley, Qld, 4006",No,No ,N/A,,,,,,,347845,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Sonor 2021 Marketing Support,8/01/2021,11478,Study Outside Norway (Sonor),"Kjopmannsgata 10, Trondheim,  7013",No,No ,N/A,,,,,,,1887040,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Infrastructure Services,9/01/2021,48469,Aarnet,"Gpo Box 1559, Canberra, Act 2601",No,No ,N/A,,,,,,,1885362,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Youtube Upweight - Brand Campas,9/01/2021,11251,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street, Millers Points, Nsw 2000",No,No ,N/A,,,,,,,1884829,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Grads Event,11/01/2021,47065,Brisbane Convention & Exhibition Centre,"Po Box 3869, South Bankbrisbane, Qld 4101",No,No ,N/A,,,,,,,1887497,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Drone - Matrice 600 Pro,11/01/2021,10499,D1 Store Pty Ltd,"421 Victoria Street,  Brunswick, Vic, 3056",No,No ,N/A,,,,,,,347886,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Ecosensor Eco Cze Unit,11/01/2021,75347,Eco Detection Pty Ltd,"Po Box 12,  Richmond, Vic, 3121",No,No ,N/A,,,,,,,347885,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N27 Temporary Emergency Generators,11/01/2021,81158,Pr Power Pty Ltd,"20 Niche Parade,  Wangara, Wa, 6065",No,No ,N/A,,,,,,,347899,Building Construction and Maintenance,,,,
