Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,21/10/2019,76791,Integral Technology Solutions,"201 Leichardt Street, Spring Hill, QLD  4000",No,No,,,,,,,,330188,Information and Communication Technology,GU4517,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,21/10/2019,183150,Lightwalkers Unite Pty Ltd,"101 Baroona Road, Paddington, QLD  4064",No,No,,,,,,,,330187,Information and Communication Technology,GU4518,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",CAUL Emerald Ebooks subscription Jan-Dec,23/10/2019,14358,Council of Aust. University Librarians,"PO Box 8169, Australian National University, Canberra, ACT  0200",No,No,,,,,,,,1815227,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Cisco Catalyst Switches,23/10/2019,39234,Data #3 Limited,"PO Box 551, Indooroopilly, QLD  4068",No,No,,,,,,,,330367,Information and Communication Technology,GU802,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Annual 2019-2020 Subscription,23/10/2019,44935,Diligent Board Services Australia PTY LT,"Level 46, 19 Martin Place, Sydney, NSW  2000",No,No,,,,,,,,330358,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Live Alumni Data Access,23/10/2019,59076,IntellectSpace Corporation,"133 Queen Anne Ave North, Seattle, WA  98109  USA",Yes,No,,,,,,,,1814522,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",M23 Emergency Lighting Upgrade,23/10/2019,13241,Precise Air Group P/L,"PO Box 1859, Springwood, QLD  4128",No,No,,,,,,,,330324,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment Services,23/10/2019,20900,Robinson Fitzgerald Pty Ltd,"Suite 7, 138 Juliette Street, Greenslopes, QLD  4120",No,No,,,,,,,,1813224,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",N79 AV Equipment and Services Room 1.03,23/10/2019,19541,Videopro,"37 Eagleview Place, Eagle Farm, QLD  4009",No,No,,,,,,,,330320,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",MBS & PBS Data extraction for,24/10/2019,15950,Australian Institute of Health & Welfare,"GPO Box 570, Canberra, ACT  2601",No,No,,,,,,,,1816077,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Data Linkage Mothers and Babies,24/10/2019,25850,Australian Institute of Health & Welfare,"GPO Box 570, Canberra, ACT  2601",No,No,,,,,,,,1816079,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,24/10/2019,41395,Deloitte Financial Advisory Pty Ltd,"GPO Box 1463, Brisbane, QLD  4000",No,No,,,,,,,,1815864,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Camry Hybrid SL 2.5L Auto CVT Sedan ,24/10/2019,37144,Grand Motors,"PO Box 7834, Gold Coast, QLD  9726",No,No,,,,,,,,330484,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",N44 S01 Roof repairs,24/10/2019,46604,McTaggart Plumbing PTY LTD,"PO Box 173, Petrie, QLD  4502",No,No,,,,,,,,330450,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",JoVE Neuroscience subscription,24/10/2019,10924,MyJove Australia Inc,"One Alewife Center, Suite #200, Cambridge, MA  02140  USA",No,No,,,,,,,,1811319,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Ti Sapphire Crystal Assembly,24/10/2019,14717,NewSpec Unit Trust,"330 Glen Osmond Road, Mrytle Bank, SA  5064",No,No,,,,,,,,330485,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Annual 2020 Maintenance Renewal,24/10/2019,26931,OSIsoft LLC,"777 Davis Street, San Leandro, CA  94577  USA",No,No,,,,,,,,330478,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Ebsco database online subscription 01Jan-31Dec2020,25/10/2019,15975,EBSCO International Inc,"Level 8, 132 Arthur Street, North Sydney, NSW  2060",No,No,,,,,,,,1815226,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Furniture,25/10/2019,29048,Natural Ideas In Chairs Pty Ltd,"PO Box 287, Banyo, QLD  4014",No,No,,,,,,,,330554,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,25/10/2019,529953,Pearson Australia Group Pty Ltd,"707 Collins Street, Melbourne, VIC  3008",No,No,Limited,,,,,,,1815746,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",AV Equipment,25/10/2019,44631,ProAV Solutions Queensland,"PO Box 2722, Toowong, QLD  4066",No,No,,,,,,,,330522,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Furniture,25/10/2019,63998,Zenith Interiors Pty Ltd,"PO Box 2354, Fortitude Valley B C, QLD  4006",No,No,,,,,,,,330549,General Goods and Services,N160257,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",iGroup Thieme subscription 01Jan-31Dec20,26/10/2019,15010,iGroup (Australasia) Pty Ltd,"PO Box 522, Glen Waverley, VIC  3150",No,No,,,,,,,,1816218,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Gut microbiota analysis,26/10/2019,10735,NIZO Food Research B V,6710˜ BA Ede˜ Netherlands,No,No,,,,,,,,1816222,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy / Research,27/10/2019,17325,Service Quality Pty Ltd,"Unit 2, Building 5, 205-215 Lietchs Road, Brendale, QLD  4500",No,No,,,,,,,,1810977,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Syllabus Plus Annual 2019-2020 Maintenance,28/10/2019,350474,Cyon Knowledge Computing Pty Ltd,"Suite 7.06, 247 Coward Street, Mascot, NSW  2020",Yes,No,,,,,,,,330621 345344 359116 373143,Information and Communication Technology,C00057,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",N61 Moot Court Mechanical modifications,28/10/2019,23108,Dewpoint Service Pty Ltd,"PO Box 3479, Newmarket, QLD  4051",No,No,,,,,,,,330644,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",July Graduations 2020,28/10/2019,110000,Gold Coast Convention & Exhibition Centr,"PO Box 1407, Broadbeach, QLD  4218",No,No,,,,,,,,330649,General Goods and Services,GU4527,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,28/10/2019,110000,Thermo Fisher Scientific Australia,"PO Box 9092, Scoresby, VIC  3179",No,No,,,,,,,,330616,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",M06 Roof repairs,29/10/2019,82885,Descab Pty Ltd t/a Qld Multi Trades,"34 Hindes Street, Lota, QLD  4178",No,No,,,,,,,,330695,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",N01 Chemical Store Fan Replacement,29/10/2019,17039,Dewpoint Service Pty Ltd,"PO Box 3479, Newmarket, QLD  4051",No,No,,,,,,,,330726,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",AusDI subscription Jan-Dec2020,29/10/2019,24015,Health Communication Network Ltd,"201 Pacific Hwy, St Leonards, NSW  2065",No,No,,,,,,,,1816862,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Furniture,29/10/2019,28380,Incorporate Space,"PO Box 864, Sunnybank, QLD  4109",No,No,,,,,,,,330713,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy / Research,29/10/2019,17446,Monash University,"21 Chancellors Walk, Monash University, VIC  3800",No,No,,,,,,,,1816986,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Electronic Access Control Upgrade,29/10/2019,419690,Securcom Pty Ltd,"Unit 79, 193 South Pine Road, Brendale, QLD  4500",No,No,Open,,,,,,,330687,Building Construction and Maintenance,GU4037,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,29/10/2019,16161,University of Adelaide,"The University of Adelaide, SA  5005",No,No,,,,,,,,1817184,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer System,29/10/2019,11545,Xenon Systems Pty Ltd,"10 Westall Road, Clayton South, VIC  3169",No,No,,,,,,,,330763,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Enterprise Software2019-2020 Maintenance Renewal,30/10/2019,22733,Aussie Telecom Pty Limited,"PO Box 3144, Brighton, VIC  3187",No,No,,,,,,,,330828,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",G02 Air Handling Unit,30/10/2019,13335,Fantech Pty Ltd,"45 Nestor Drive, Meadowbrook, QLD  4131",No,No,,,,,,,,330776,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",280 Sep IELTS tests,30/10/2019,56980,IELTS Australia Pty Ltd,"GPO Box 2006, Canberra, ACT  2601",No,No,,,,,,,,1813366,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Studylink Annual Fee,30/10/2019,48340,Learning Information Systems,"Level 11,  17 York Street, Sydney, NSW  2000",No,No,,,,,,,,1816075,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Annual 2019 - 2020 Subscription,30/10/2019,30971,New Relic Inc,"188 Spear Street, Suite 1200, San Francisco, CA  94105  USA",No,No,,,,,,,,330845,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocation Services,30/10/2019,10450,Sirva Relocation,"490 Freeman Road, Richlands, QLD  4077",No,No,,,,,,,,330804,General Goods and Services,GU2661,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,30/10/2019,19360,TierraMar Consulting Pty Ltd,"PO Box 8262, Woolloongabba, QLD  4102",No,No,,,,,,,,330843,General Goods and Services,GU4531,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",OMC Leadership Team Staff Training,1/11/2019,24581,Institute for Strategic Leadership Pty,"19-29 Martin Place, Sydney, NSW  2000",No,No,,,,,,,,1813621,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",OUA CSP2 2019 FOE ,1/11/2019,1805957,Open Universities Australia,"Level 1/473 Bourke St, Melbourne, VIC  3000",No,No,Limited,,,,,,,1817679,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Japanese-Language Program,1/11/2019,14270,The Japan Foundation Japanese language,"3-14 Rinku-Port-Kita, Tajiri-Cho Sennan-Gun  598-0093  Japan",No,No,,,,,,,,1817516,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",WST_sub_Jan-Dec2020_IA20-126,2/11/2019,20026,iGroup (Australasia) Pty Ltd,"PO Box 522, Glen Waverley, VIC  3150",No,No,,,,,,,,1817822,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Franchise fees July- Sept. 2019,2/11/2019,34408,Warwick University Enterprises (Aus) P/L,"University of Warwick, Coventry  CV4 8UW  Great Britain",No,No,,,,,,,,1814112,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising and Promotions,4/11/2019,15500,AAS Education Consultancy,"No. 625 Nathan Road, Mong Kok, Kowloon  Hong Kong",No,No,,,,,,,,1818591,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,4/11/2019,738220,Beckman Coulter Australia P/L,"Unit D, 24 College St, Gladesville, NSW  2111",No,No,Limited,,,,,,,331086,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",OSA_sub_Jan-Dec2020_IA20-099,4/11/2019,17553,iGroup (Australasia) Pty Ltd,"PO Box 522, Glen Waverley, VIC  3150",No,No,,,,,,,,1818216,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",M13 Emergency Lighting,4/11/2019,46215,Precise Air Group P/L,"PO Box 1859, Springwood, QLD  4128",No,No,,,,,,,,331079,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Staff Recruitment,4/11/2019,20167,Robinson Fitzgerald Pty Ltd,"138 Juliette Street, Greenslopes, QLD  4120",No,No,,,,,,,,1815752,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",iLab Facility Management System Annual 2019-20 Subscription,5/11/2019,528303,Agilent Technologies Australia Pty Ltd,"679 Springvale Road, Mulgrave, VIC  3170",Yes,No,Selective,,,,,,,C00749,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Catering,5/11/2019,17812,Cuisine on Cue,"PO Box 858, Spring Hill, QLD  4004",No,No,,,,,,,,331153,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal fees,5/11/2019,16299,Minter Ellison Lawyers,"PO Box 7844, Brisbane, QLD  4001",No,No,,,,,,,,1818871,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Passport_sub_Jan-Dec2020_INV00,6/11/2019,34872,Euromonitor International Ltd.,"60-61 Britton Street, London  EC1M 5UX  Great Britain",No,No,,,,,,,,1818565,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting and Professional Fees,6/11/2019,73527,GHD Pty Ltd,"PO Box 5403, HRMC, NSW  2310",No,No,,,,,,,,331303,General Goods and Services,GU4542,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,6/11/2019,75815,HighRes Biosolutions,"102 Cherry Hill Drive, Beverley, MA  01915  USA",No,No,,,,,,,,331270,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Der Wilhelmshof Wiener Hotel I,6/11/2019,10133,Hotel Wilhelmshof GmbH,"Kleine Stadtgutgasse 4, Vienna  1020  Austria",No,No,,,,,,,,1817934,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",CNKI_sub_Jan-Dec10226,6/11/2019,42500,Know China Technology Co Ltd,"66#  Xlxiaokou Ave, Haidian District, Beijing  100192  China",No,No,,,,,,,,1817981,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Line Marking,6/11/2019,165000,Logical Line Marking,"PO Box 1573, Carindale, QLD  4152",No,No,,,,,,,,331229,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting and Professional Fees,6/11/2019,137735,Optimum Recruitment Group (Qld) Pty Ltd,"Level 17, 40 Creek Street, Brisbane, QLD  4000",No,No,,,,,,,,331249,General Goods and Services,GU4541,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",G40 Rebalance of air supply,6/11/2019,57891,Precise Air Group P/L,"PO Box 1859, Springwood, QLD  4128",No,No,,,,,,,,331306,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Annual Buyer Membership,6/11/2019,16500,Social Traders Inc,"333 Exhibition Street, Melbourne, VIC  3000",No,No,,,,,,,,1819013,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting and Professional Fees,6/11/2019,27500,Theraplay Psychology Practice,"33 Tristania Street, Bangalow, NSW  2479",No,No,,,,,,,,331295,General Goods and Services,GU4539,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising and Promotions,7/11/2019,14300,Ikon Communications Pty Ltd,"22 Constance Street, Fortitude Valley, QLD  4006",No,No,,,,,,,,331325,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Libelium-Azure 2 Development Kit ,7/11/2019,13567,M2M Connectivity Pty Ltd,"PO Box 978, Strawberry Hills, NSW  2012",No,No,,,,,,,,331326,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Exam Tables & Chair Hire,7/11/2019,13363,Valiant Hire,"16/50 Parker Court, Pinkenba, QLD  4008",No,No,,,,,,,,1813622,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",M24.2 Chiller Replacement,7/11/2019,364579,Veolia Energy Technical Services,"30 Technology Drive, Augustine Heights, QLD  4300",No,No,Limited,,,,,,,331383,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Embase sub Jan-Dec2020,8/11/2019,46120,Elsevier Inc.,"3251 Riverport Lane, Maryland Heights, MO  63043  USA",No,No,,,,,,,,1819029,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Leadership Skills for Scientists,8/11/2019,14487,Liquid Learning Group Pty Ltd,"PO Box 1542, Sydney, NSW  2000",No,No,,,,,,,,1819464,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Oxford_Online_sub_Jan-Dec2020_,8/11/2019,40152,Oxford University Press UK,"Great Clarendon Street, Oxford  OX2 6DP  Great Britain",No,No,,,,,,,,1818215,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",MedicinesComplete_sub_Jan-Dec2,8/11/2019,15915,Royal Pharmaceutical Society of GB,"66-68 East Smithfield, London  E1W 1AW  Great Britain",No,No,,,,,,,,1819021,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,11/11/2019,14212,Accurate Mass Scientific Pty Ltd,"PO Box 92, Keilor, VIC  3036",No,No,,,,,,,,331571,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computers,11/11/2019,43716,Dell Australia Pty Ltd,"Frenchs Forest, NSW  2086",No,No,,,,,,,,331544,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Sierra Academic Core Bundle annual 2020 subscription,11/11/2019,236960,Innovative Interfaces Global limited,"9th Floor (Block A), Dublin  2  Ireland",No,No,,,,,,,,331567,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting and Professional Fees,11/11/2019,110000,Lazard Pty Ltd,"1 Macquarie Place, Sydney, NSW  2000",No,No,,,,,,,,331533,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Nathan and Logan boom-gates,11/11/2019,47454,Magnetic Automation Pty Ltd,"2/4-14 Riverland Drive, Loganholme, QLD  4129",No,No,,,,,,,,331586,Building Construction and Maintenance,,,,
