Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,6/12/2021,14131,Jb Hi Fi Group Pty Ltd,"544 Kessells Road,  Macgregor, Qld, 4109",No,No,,,,,,,,,360570,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,6/12/2021,75390,Kenelec Scientific Pty Ltd,"23 Redland Drive,  Mitcham, Vic, 3132",No,No,,,,,,,,,360580,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,6/12/2021,74052,Pricewaterhousecoopers,"Gpo Box 150,  Brisbane, Qld, 4001",No,No,,,,,,,,,360625,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,6/12/2021,13825,Richmond Signs & Designs,"1/15 Bailey Crescent,  Southport, Qld, 4215",No,No,,,,,,,,,360617,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,6/12/2021,14522,Security & Technology Services (Sq) P/L,"35/1631 Wynnum Road,  Tingalpa, Qld, 4173",No,No,,,,,,,,,360609,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,6/12/2021,18818,Thorlabs Inc,"56 Sparta Avenue,  Newton, Nj, 07860",No,No,,,,,,,,,360576,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software,6/12/2021,50804,Vertigo Ventures Australia Pty Ltd,"7 Winton Street,  Warrawee, Nsw, 2074",No,No,,,,,,,,,360644,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/12/2021,34870,Aquatrax Pty Ltd T/A Team Irrigation Sol,"Po Box 200,  Capalaba, Qld, 4157",No,No,,,,,,,,,360705,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/12/2021,13090,Aquatrax Pty Ltd T/A Team Irrigation Sol,"Po Box 200,  Capalaba, Qld, 4157",No,No,,,,,,,,,360706,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/12/2021,34309,Aquatrax Pty Ltd T/A Team Irrigation Sol,"Po Box 200,  Capalaba, Qld, 4157",No,No,,,,,,,,,360707,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/12/2021,12689,Aquatrax Pty Ltd T/A Team Irrigation Sol,"Po Box 200,  Capalaba, Qld, 4157",No,No,,,,,,,,,360708,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Insurance Fees,7/12/2021,93500,Arthur J Gallagher & Co (Aus) Limited,"80 Pacific Highway,  North Sydney, Nsw, 2060",No,No,,,,,,,,,1938394,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Freight Fees,7/12/2021,17596,Australian Bay Lobster Producers Limited,"9484 Tweed Valley Way,  Chinderah, Nsw, 2487",No,No,,,,,,,,,1937844,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Pathology Expenditure,7/12/2021,17711,Australian Genome Research Facility Ltd,"Level 5 Gehrmann Laboratories, Research Road St Lucia, Qld, 4072",No,No,,,,,,,,,360695,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,7/12/2021,32670,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No,,,,,,,,,360690,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,7/12/2021,11583,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No,,,,,,,,,360691,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,7/12/2021,16214,Brightside Scientific Pty Ltd,"2/8 Teamster Close,  Tuggerah, Nsw, 2259",No,No,,,,,,,,,360718,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software,7/12/2021,16500,Caval Limited,"4 Park Drive,  Bundoora, Vic, 3083",No,No,,,,,,,,,360658,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Office Furniture,7/12/2021,16137,Incorporate Space,"Po Box 864,  Sunnybank, Qld, 4109",No,No,,,,,,,,,360713,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription fees,7/12/2021,39603,Innovative Interfaces Incorporated,"Suite 400, 1900 Powell Street,  Emeryville, Ca, 94608",No,No,,,,,,,,,360660,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software,7/12/2021,189280,Innovative Interfaces Incorporated,"Suite 400, 1900 Powell Street,  Emeryville, Ca, 94608",No,No,,,,,,,,,360661,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,7/12/2021,1697947,Integrated Sciences P/L,"Po Box 731,  Willoughby, Nsw, 2068",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,360714,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,7/12/2021,114400,Jsa Design,"Po Box 1580,  Fortitude Valley, Qld, 4006",No,No,,,,,,,,,360663,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal Fees,7/12/2021,13554,Mccullough Robertson Lawyers,"Po Box 1855,  Brisbane, Qld, 4001",No,No,,,,,,,,,1937843,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,7/12/2021,57145,Nature Pty Ltd,"139 Dover Street,  Cremorne, Vic, 3121",No,No,,,,,,,,,360676,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software,7/12/2021,110191,Proquest Llc,"6216 Paysphere Circle,  Chicago, Il, 60674",No,No,,,,,,,,,360659,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/12/2021,382238,Ryan Wilks Pty. Ltd.,"Unit 4, 53 Metroplex Avenue Murarrie, Qld, 4172",No,No,,,,,,,,,360697,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,7/12/2021,30032,Universidad Politecnica De Madrid,"Ramiro De Maeztu 7,  Madrid, , 28040",No,No,,,,,,,,,360648,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,7/12/2021,80425,Videopro Pty Ltd,"37 Eagleview Place,  Eagle Farm, Qld, 4009",No,No,,,,,,,,,360654,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,7/12/2021,12531,Xylem Water Solutions Australia Ltd,"Po Box 2065,  Mansfield, Qld, 4122",No,No,,,,,,,,,360679,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,8/12/2021,323916,Cubewise Australia Pty Ltd,"Level 11, 99 Mount St,  North Sydney, Nsw, 2060",No,No,,,,,,,,,360757,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consumables,8/12/2021,392042,Epiworld International Co Ltd,"Room 803, Qiangye Building, No 98 Xiangxing Road , 35, 361101",No,No,,,,,,,,,360829,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,8/12/2021,17600,Ernst & Young,"111 Eagle Street,,  Brisbane, Qld, 4001",No,No,,,,,,,,,360736,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,8/12/2021,19585,Jb Hi Fi Group Pty Ltd,"544 Kessells Road,  Macgregor, Qld, 4109",No,No,,,,,,,,,360778,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,8/12/2021,10873,Jb Hi Fi Group Pty Ltd,"544 Kessells Road,  Macgregor, Qld, 4109",No,No,,,,,,,,,360798,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,8/12/2021,12683,Jsa Design,"Po Box 1580,  Fortitude Valley, Qld, 4006",No,No,,,,,,,,,360802,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software,8/12/2021,62040,Linkedin Singapore Pte Ltd,"10 Marina Boulevard, Marina Bay Financial Centre Tower 2 , , 018983",No,No,,,,,,,,,360756,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,8/12/2021,80848,Linkedin Singapore Pte Ltd,"10 Marina Boulevard, Marina Bay Financial Centre Tower 2 , , 018983",No,No,,,,,,,,,360828,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,8/12/2021,22000,Media All In One Pty Ltd,"Level 11, 520 Collins Street Melbourne, Vic, 3000",No,No,,,,,,,,,1933818,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,8/12/2021,92400,People And Performance Pty Ltd,Brisbane,No,No,,,,,,,,,360745,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,8/12/2021,20443,Proav Solutions Queensland,"Po Box 2722,  Toowong, Qld, 4066",No,No,,,,,,,,,360812,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,8/12/2021,2528900,Thermo Fisher Scientific Australia,"Po Box 9092,  Scoresby, Vic, 3179",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,360784,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,8/12/2021,35777,Thorlabs Inc,"56 Sparta Avenue,  Newton, Nj, 07860",No,No,,,,,,,,,360832,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,8/12/2021,10084,Videopro Pty Ltd,"37 Eagleview Place,  Eagle Farm, Qld, 4009",No,No,,,,,,,,,360816,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,65710,Adam Matthew Digital Ltd,"Pelham House, London Road Marlborough, Wilts, Sn8 2Ag",No,No,,,,,,,,,1937801,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,15980,Council Of Aust. University Librarians,"9 Napier Close,  Deakin, Act, 2600",No,No,,,,,,,,,1937695,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/12/2021,23680,Deaf Indigenous Community Consultancy Pt,Victoria,No,No,,,,,,,,,360875,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,1252647,Elsevier Inc.,"3251 Riverport Lane,  Maryland Heights, Mo, 63043",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,1937026,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,28910,Euromonitor International Ltd.,"60-61 Britton Street,  London, , Ec1M 5Ux",No,No,,,,,,,,,1937640,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consumables,9/12/2021,10450,Henry Schein Regional Trust,"Po Box 3593,  South Brisbane, Qld, 4101",No,No,,,,,,,,,360849,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,82594,Igroup ( Asia Pacific) Ltd,"Room 3703-5, 37/F, 9 Wing Hong Street, Cheung Sha Wan Kowloon, , ",No,No,,,,,,,,,1938545,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/12/2021,18700,Invision Media Pty Ltd,"241 Given Tce, Po Box 5014 Paddington, Qld, 4064",No,No,,,,,,,,,360872,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,2399589,John Wiley & Sons Inc - Usa,"Po Box 416502,  Boston, Ma, 02241-6502",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,GU-607,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,9/12/2021,16376,Mediacom Australia Pty Ltd,"Level 17, 65 Berry Street North Sydney, Nsw, 2060",No,No,,,,,,,,,360837,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Office Furniture,9/12/2021,19651,Natural Ideas In Chairs Pty Ltd,"Po Box 287,  Banyo, Qld, 4014",No,No,,,,,,,,,360897,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software,9/12/2021,24546,Osisoft Llc,"1600 Alvarado Street,  San Leandro, Ca, 94577",No,No,,,,,,,,,360836,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software,9/12/2021,71500,Pearson Australia Group Pty Ltd,"Suite 1001 Level 10, 151 Castlereagh Street, Sydney, Nsw, 2000",No,No,,,,,,,,,360845,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software,9/12/2021,265650,Pearson Australia Group Pty Ltd,"Suite 1001 Level 10, 151 Castlereagh Street, Sydney, Nsw, 2000",No,No,,,,,,,,,360846,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,9/12/2021,51744,Perrett Laver Pty Ltd,"Ste 501B, 19A Boundary Street,  Darlinghurst, Nsw, 2031",No,No,,,,,,,,,5417,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,60105,Proquest Llc,"6216 Paysphere Circle,  Chicago, Il, 60674",No,No,,,,,,,,,1937803,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,412479,Proquest Llc,"6216 Paysphere Circle,  Chicago, Il, 60674",No,No,,,,,,,,,1937819,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,289168,Proquest Llc,"6216 Paysphere Circle,  Chicago, Il, 60674",No,No,,,,,,,,,1937825,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,44578,Proquest Llc,"6216 Paysphere Circle,  Chicago, Il, 60674",No,No,,,,,,,,,1938386,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,28535,"Sage Publications, Ltd.","Unit 18 Titan Drive, Fengate East,  Peterborough, , Pe1 5Xn",No,No,,,,,,,,,1937396,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,189886,"Sage Publications, Ltd.","Unit 18 Titan Drive, Fengate East,  Peterborough, , Pe1 5Xn",No,No,,,,,,,,,1937829,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,98061,"Sage Publications, Ltd.","Unit 18 Titan Drive, Fengate East,  Peterborough, , Pe1 5Xn",No,No,,,,,,,,,1937832,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription fees,9/12/2021,39930,Securew2,", Zekeringstraat 17 Amsterdam, , 1014 Bm",No,No,,,,,,,,,360835,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/12/2021,98000,Sonja Brubacher,Canada,No,No,,,,,,,,,360870,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,9/12/2021,1058358,Springer Customer Service Centre Gmbh,"Haberstrasse 7,  Heidelberg, , D69126",No,No,,,,,,,,,GU-1401,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,10/12/2021,55000,Animal Resources Centre - Wa,"Po Box 1180,  Canning Vale, Wa, 6970",No,No,,,,,,,,,360970,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Insurance Fees,10/12/2021,3731508,Arthur J Gallagher & Co (Aus) Limited,"80 Pacific Highway,  North Sydney, Nsw, 2060",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,1939050,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/12/2021,21978,Arup Australia Pty Ltd,"Po Box 76,  Millers Point, Nsw, 2000",No,No,,,,,,,,,361004,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,10/12/2021,2400507,Bruker Pty Ltd,"Po Box 202,  Alexandria, Nsw, 1435",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,"360930, 360929, 360931, 360932",,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software,10/12/2021,19800,Caudit,"Meeting Secretariat, Conference Logistics, Po Box 6150 Kingston, Act, 2604",No,No,,,,,,,,,360916,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,10/12/2021,21144,Cch Australia Ltd,"Gpo Box 4069,  Sydney, Nsw, 2001",No,No,,,,,,,,,360965,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing Expenses,10/12/2021,13046,Cpx Pty Ltd,"Po Box 3193,  Newmarket, Kelvin Grove Bc, Qld, 4059",No,No,,,,,,,,,1939399,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,10/12/2021,12320,Griffith Uni Gold Coast Student Guild,"Po Box 96, Gold Coast Campus Griffith University, Qld, 4222",No,No,,,,,,,,,360951,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Office Furniture,10/12/2021,14885,Incorporate Space,"Po Box 864,  Sunnybank, Qld, 4109",No,No,,,,,,,,,360994,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/12/2021,24264,Jennifer Carpenter,United Kingdom,No,No,,,,,,,,,360921,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,10/12/2021,10568,Leica Microsystems Pty Ltd,"Po Box 526,  North Ryde Bc, Nsw, 1670",No,No,,,,,,,,,360981,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,10/12/2021,15882,News Pty Limited,"2 Holt Street,  Surry Hills, Nsw, 2010",No,No,,,,,,,,,361002,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,10/12/2021,187719,Proav Solutions Queensland,"Po Box 2722,  Toowong, Qld, 4066",No,No,,,,,,,,,360997,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/12/2021,12650,Prospect Research & Marketing Pty. Ltd.,"Po Box 551,  Mount Eliza, Vic, 3930",No,No,,,,,,,,,361000,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,10/12/2021,46184,Serotonin Creative,"22 Petrie Terrace,  Brisbane, Qld, 4000",No,No,,,,,,,,,361001,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,10/12/2021,11469,Thermo Fisher Scientific Australia,"Po Box 9092,  Scoresby, Vic, 3179",No,No,,,,,,,,,360935,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,10/12/2021,26145,Xylem Water Solutions Australia Ltd,"Po Box 2065,  Mansfield, Qld, 4122",No,No,,,,,,,,,360967,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consumables,12/12/2021,22500,Mermaid Beach Radiology Pty Ltd,"2469 Gold Coast Highway,  Mermaid Beach, Qld, 4218",No,No,,,,,,,,,1936402,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,13/12/2021,328549,A1 Building & Property Solutions Pty Ltd,"3 D'Aguilar Road,  The Gap, Qld, 4061",No,No,,,,,,,,,361043,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consumables,13/12/2021,17490,Biotools Pty Ltd,"Po Box 2454,  Keperra, Qld, 4052",No,No,,,,,,,,,361042,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,13/12/2021,13308,Jb Hi Fi Group Pty Ltd,"544 Kessells Road,  Macgregor, Qld, 4109",No,No,,,,,,,,,361025,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,13/12/2021,13785,Jb Hi Fi Group Pty Ltd,"544 Kessells Road,  Macgregor, Qld, 4109",No,No,,,,,,,,,361038,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,13/12/2021,23100,Ozsky International Pty Ltd,"Po Box 3171,  Southport Bc, Qld, 4215",No,No,,,,,,,,,1939702,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,13/12/2021,67210,Qs Enrolment Solutions (Australia) Pty L,"Level 3, 595 Collins Street,  Melbourne, Vic, 3000",No,No,,,,,,,,,361019,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,13/12/2021,12650,The Sebel Brisbane,"95 Charlotte Street,  Brisbane, Qld, 4000",No,No,,,,,,,,,361021,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,14/12/2021,110399,Idp Education Pty Ltd,"Level 8, 535 Bourke Street Melbourne, Vic, 3000",No,No,,,,,,,,,1940083,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,14/12/2021,16298,Monash University,"Cashier, 21 Chancellors Walk Monash University, Vic, 3800",No,No,,,,,,,,,1939357,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,14/12/2021,80300,Servian Pty Ltd,"Level 38, 71 Eagle Street Brisbane City, Qld, 4000",No,No,,,,,,,,,1936102,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,14/12/2021,19800,Silentgrid Security Pty Ltd,"Level 35 Tower One, Barangaroo Sydney, Nsw, 2000",No,No,,,,,,,,,1935727,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,15/12/2021,116253,"Beijing Technol Science Co., Ltd.","1-1117,11Th Floor, Building 8,, No. 87, Jiancaicheng West Rd, , 11, 100192",No,No,,,,,,,,,361065,,,,,,
